"date","volume","number","sentences","count","id","likely_pos","sample_type","code"
"1904 10 15",30,11,"wide provisions the foregoing provisions must also apply to persons performing labor in the commissary or other auxiliary department of labor conducted in the course of the execution of such contract or any part thereof, and the said provisions shall also apply to any work done for or by the city, or any officer, board or commission thereof, when such work is to be done at the expense of the city or paid for out of moneys deposited in the treasury.",81,"s7557",FALSE,"random",0
"1904 11 05",15,39,"it -imply resolves itself into the acts of the genuine friend, who, in a helpful spirit, does all that she can to better the conditions of a family in which she is genuinely interested.",34,"s3634",FALSE,"random",0
"1904 11 05",66,2,"pr 5-6722 san francisco 94102 notary public maude woodmansee nash (formerly with fairmont hotel) 65 lick place (between post & sutter) san francisco, california phone yukon 6-4493 campaign advertising union dues buttons 177 minna street 362-1727 san francisco \w ' i tty famous roman nopdle dish/ cooks in 3 minutes!",51,"s11138",FALSE,"random",0
"1904 11 12",33,3,"the list of delinquents posted by the local union secretaries is known as the “slackers’ list.”",16,"s8241",FALSE,"random",0
"1904 11 12",46,24,"employers who are found to be in violation of the wage stabilization act are subject to disallowance in computing their costs for income tax purposes of the entire illegal payroll and not merely the amount of the improper overpayment.",39,"s9951",TRUE,"keyword",0
"1905 01 07",58,10,"“i recognize that, as an employer representative, it is quite unusual for me to be among those who are opposed to the right-to-work proposal,” he told the teamster lawyers.",31,"s10947",FALSE,"random",0
"1905 01 07",87,10,"this is the only time of year that you will be given the opportunity to change your present coverage to kaiser or union labor life of bay pacific plan.",29,"s12640",FALSE,"random",0
"1905 01 07",25,21,"bigger, member of carpenters’ union, no. 316, of san jose, a consistent, aggressive trade unionist, representative of the law-abiding, american citizenry of san jose, was found to be elected by a handsome majority over the candidate of the industrial association, which for three years past has been engaged in an illegal conspiracy against labor, the public and the united states government.",62,"s5744",TRUE,"keyword",0
"1905 01 07",87,10,"have a great one. . .ö $ 0"" millmen’s milestone angelo balistreri business representative frank mendibles asst.",16,"s12676",FALSE,"random",0
"1905 02 11",17,9,"all editorial or other reading matter published in any such newspaper, magazine, or periodical for the publication of which money or other valuable consideration is paid, accepted, or promised, shall be plainly marked “advertisement.",34,"s4189",FALSE,"random",0
"1905 02 11",19,4,"thompson continued: “i do not want to minimize the russian problem, but americans are too prone to forget the trials and tribulations our nation suffered after we had established our independence.",31,"s5063",FALSE,"random",0
"1905 02 11",19,4,"“i sincerely believe that russia is pointing the way to general peace, just as she is pointing the way to great and sweeping world changes.",25,"s5094",FALSE,"random",0
"1905 02 18",30,43,"(ilns). —the total amount of farm mortgage indebtedness in the united states on january 1, 1928, was about $108,000,0(30. or about 1 per cent greater than on january 1, 1925, the bureau of agriculture states.new mexican penal code effective january 1the new mexican national penal code, abolishing the death penalty for common crimes and substituting trial by committees made up of alienists and other experts for the jury system, will become effective january 1.",78,"s7720",TRUE,"keyword",0
"1905 05 20",19,46,"there is only one acceptable finish to the war and that is, the unconditional surrender of the teutonic powers so that war may be abolished for all time, or that we may come as near that result as possible.",39,"s5237",FALSE,"random",0
"1905 06 24",19,46,"this veteran has a wound chevron on his sleeve and is quoted in a local newspaper: “there is one kind of news that roiles every soldier—to know that some dastardly creatures are making great sums of money by illegally squeezing the government and the people at home for whom you are giving your life, if necessary, arouses a feeling that you can't describe, except that you despise and hate these traitors as much as you despise and hate the hun.",82,"s5294",TRUE,"keyword",0
"1905 10 14",17,38,"this remarkable structure will be the new building now being erected for the southern pacific company, in san francisco, to pccupy an entire city block on market street, from steuart street to spear street, a distance of 215 feet on market street, with a depth of 209 feet to the private street running parallel to market between it and mission street.",61,"s4265",FALSE,"random",0
"1905 10 14",17,38,"smart dress styles union stamped men’s patent colt dress shoes, new and very nobby black cloth tops, latest shaped toes, close edge soles, military heels.",26,"s4336",FALSE,"random",0
"1905 12 02",52,11,"(personal comment: the stiff excise tax proposals are, of course, just a form of sales tax . . .)",16,"s10513",FALSE,"random",0
"1905 12 02",29,9,"during the hearing before the blouse committee on immigration it developed that there are already in california approximately 1,000,000 mexicans, the majority of them in the large cities like san francisco and los angeles; that the majority of them are objects of public charity; that 25 per cent of the white inmates of san quentin penitentiary are mexicans, and that 25 per cent of all the crimes committed in california are committed by mexicans.",76,"s6827",TRUE,"keyword",1
"1905 12 02",41,20,"several families got together and have begun to clear up the littered playground behind the apartment and make it safe and pleasant for the children.",25,"s9259",FALSE,"random",0
"1906 02 03",15,39,"native of norway, denmark or sweden, lured by the charms of the garden of eden?",15,"s3596",TRUE,"keyword",0
"1906 02 03",21,3,"the comparison of a speed (tennis shoe) mechanic with a highly qualified, fully trained journeyman with pride in his work, is not only unfair but is breaking the conditions of the trade beyond that with which we can cope.",39,"s11952",FALSE,"random",0
"1906 02 03",25,52,"commonwealth college has nearly 100 students, all of whom help to earn their way by working four hours daily in the colony’s various enterprises.",25,"s6500",FALSE,"random",0
"1906 02 03",69,8,"the awards will be made at the regular meeting in september and, incidentally, they are sharp looking tv’s.",19,"s11922",FALSE,"random",0
"1906 02 03",43,44,"auville, assistant field director in the fiji islands, now in washington to report to chairman davis, revealed that the american troops have been enthusiastically received by the natives as well as the british residents.",34,"s9507",TRUE,"keyword",0
"1906 02 03",35,14,"the work is intended to save millions of acres of fertile land from being transformed into washes by the invasion of gullies bearing water streams which strip the soil.",29,"s8066",TRUE,"keyword",0
