"date","volume","number","sentences","id","code"
"1906 11 17",71,16,"within the union he served as a trustee on the health and welfare and pension plans for the marine industry","s11649",0
"1908 06 06",68,7,"the san francisco building tradesnews deadlines please post the deadline for twicemonthly news copy is on tuesda y s preceding publication dates second and fourth mondays","s11384",0
"1908 06 06",47,23,"evening calls to hospitals homes offices by appointment only phones west 4307 and west 6710 405 baker street at hayes near s","s10044",0
"1908 06 06",51,49,"as a medium for selling to other unions and to outside sources any project which a particular union or council may be interested in and especially a work stoppage","s10365",0
"1908 06 06",15,19,"burke all civilized governments and all the rational and reasonable thinking men of our time including the vast majority of the employers of labor have learned from study and experience and are supremely cognizant of the fact that the trade union movement is the natural product of our peculiar industrial conditions and is an absolute necessity for the well being of the workers and society in general","s3443",0
"1908 06 06",15,19,"they aspire to ride the topmost wave not of tempestuous ocean which tries the heart of oak and the hand of iron but of some pitiful sectarian mud puddle or political goose pond","s3485",0
"1908 06 06",28,50,"for instance in the case of an alien ordered deported because convicted of crime and sentenced to a year or more in the penitentiary if after the deportation is ordered and before execution a complete pardon is received from the governor of the state under whose law he was convicted the case would be reopened thus getting into the record of cases reviewed a second time","s6676",1
"1908 06 13",16,13,"the company gave the union their notice two weeks ago and up to the present we have been unable to settle the difficulty","s3908",0
"1908 06 13",16,13,"in conclusion we wish to thank the officers of the state council for the advice and assistance given to the sacramento building 1 rades council during the past year and also extend to this convention an invitation to hold the sixteenth annual convention in sacramento the heart of california","s3838",0
"1908 06 13",60,24,"the warning was made with special feeling by del a director of the golden gate bridge highway district who was largely instrumental in helping win these conditions as a bridge director and as former secretary of the building trades council","s10729",0
"1908 06 13",34,21,"a half day or a day knocked off the week revolutionizes the living ways of people","s7997",0
"1908 08 01",28,50,"w etc 52 assisted aliens 337 barred zone 100 children under 16 unaccompanied 215 crimes involving moral turpitude burglary felony forgery grand larceny murder perjury robbery smuggling etc","s6678",0
